row,col,deg,state,res
2,19,120,4,-1
1,19,120,7,1
2,16,38,6,-1
1,0,11,5,-1
1,0,11,6,-1
1,0,11,7,-1
1,0,11,0,1
2,16,38,7,-1
2,10,128,7,-1
2,5,26,7,1
1,0,143,0,1
1,19,165,5,-1
1,19,165,6,-1
1,14,36,7,-1
2,7,161,6,1
1,13,59,6,-1
1,17,146,2,1
1,17,146,2,-1
